ID,flower,leafbottom,leaftop,plantside,planttop,primarybranch,seed,leafstrip
ANN1163,ANN1163_flower,ANN1163_leafbottom,ANN1163_leaftop,ANN1163_plantside,ANN1163_planttop,ANN1163_primarybranch,ANN1163_seed,ANN1163_leafstrip
ANN1164,ANN1164_flower,ANN1164_leafbottom,ANN1164_leaftop,ANN1164_plantside,ANN1164_planttop,ANN1164_primarybranch,ANN1164_seed,ANN1164_leafstrip
ANN1165,ANN1165_flower,ANN1165_leafbottom,ANN1165_leaftop,ANN1165_plantside,ANN1165_planttop,ANN1165_primarybranch,ANN1165_seed,ANN1165_leafstrip
ANN1166,ANN1166_flower,ANN1166_leafbottom,ANN1166_leaftop,ANN1166_plantside,ANN1166_planttop,ANN1166_primarybranch,ANN1166_seed,ANN1166_leafstrip
ANN1167,ANN1167_flower,ANN1167_leafbottom,ANN1167_leaftop,ANN1167_plantside,ANN1167_planttop,ANN1167_primarybranch,ANN1167_seed,ANN1167_leafstrip
ANN1168,ANN1168_flower,ANN1168_leafbottom,ANN1168_leaftop,ANN1168_plantside,ANN1168_planttop,ANN1168_primarybranch,ANN1168_seed,ANN1168_leafstrip
ANN1169,ANN1169_flower,ANN1169_leafbottom,ANN1169_leaftop,ANN1169_plantside,ANN1169_planttop,ANN1169_primarybranch,ANN1169_seed,ANN1169_leafstrip
ANN1170,ANN1170_flower,ANN1170_leafbottom,ANN1170_leaftop,ANN1170_plantside,ANN1170_planttop,ANN1170_primarybranch,ANN1170_seed,ANN1170_leafstrip
ANN1171,ANN1171_flower,ANN1171_leafbottom,ANN1171_leaftop,ANN1171_plantside,ANN1171_planttop,ANN1171_primarybranch,ANN1171_seed,ANN1171_leafstrip
ANN1172,ANN1172_flower,ANN1172_leafbottom,ANN1172_leaftop,ANN1172_plantside,ANN1172_planttop,ANN1172_primarybranch,ANN1172_seed,ANN1172_leafstrip
ANN1173,ANN1173_flower,ANN1173_leafbottom,ANN1173_leaftop,ANN1173_plantside,ANN1173_planttop,ANN1173_primarybranch,nan,ANN1173_leafstrip
ANN1174,ANN1174_flower,ANN1174_leafbottom,ANN1174_leaftop,ANN1174_plantside,ANN1174_planttop,ANN1174_primarybranch,nan,ANN1174_leafstrip
ANN1175,ANN1175_flower,ANN1175_leafbottom,ANN1175_leaftop,ANN1175_plantside,ANN1175_planttop,ANN1175_primarybranch,ANN1175_seed,ANN1175_leafstrip
ANN1176,ANN1176_flower,ANN1176_leafbottom,ANN1176_leaftop,ANN1176_plantside,ANN1176_planttop,ANN1176_primarybranch,ANN1176_seed,ANN1176_leafstrip
ANN1177,ANN1177_flower,ANN1177_leafbottom,ANN1177_leaftop,ANN1177_plantside,ANN1177_planttop,ANN1177_primarybranch,nan,ANN1177_leafstrip
ANN1178,ANN1178_flower,ANN1178_leafbottom,ANN1178_leaftop,ANN1178_plantside,ANN1178_planttop,ANN1178_primarybranch,ANN1178_seed,ANN1178_leafstrip
ANN1179,ANN1179_flower,ANN1179_leafbottom,ANN1179_leaftop,ANN1179_plantside,ANN1179_planttop,ANN1179_primarybranch,ANN1179_seed,ANN1179_leafstrip
ANN1180,ANN1180_flower,ANN1180_leafbottom,ANN1180_leaftop,ANN1180_plantside,ANN1180_planttop,ANN1180_primarybranch,ANN1180_seed,nan
ANN1181,ANN1181_flower,ANN1181_leafbottom,ANN1181_leaftop,ANN1181_plantside,ANN1181_planttop,ANN1181_primarybranch,nan,ANN1181_leafstrip
ANN1182,ANN1182_flower,ANN1182_leafbottom,ANN1182_leaftop,ANN1182_plantside,ANN1182_planttop,ANN1182_primarybranch,nan,ANN1182_leafstrip
ANN1183,ANN1183_flower,ANN1183_leafbottom,ANN1183_leaftop,ANN1183_plantside,ANN1183_planttop,ANN1183_primarybranch,nan,ANN1183_leafstrip
ANN1184,ANN1184_flower,ANN1184_leafbottom,ANN1184_leaftop,ANN1184_plantside,ANN1184_planttop,ANN1184_primarybranch,nan,ANN1184_leafstrip
ANN1185,ANN1185_flower,ANN1185_leafbottom,ANN1185_leaftop,ANN1185_plantside,ANN1185_planttop,ANN1185_primarybranch,nan,ANN1185_leafstrip
ANN1186,ANN1186_flower,ANN1186_leafbottom,ANN1186_leaftop,ANN1186_plantside,ANN1186_planttop,ANN1186_primarybranch,nan,ANN1186_leafstrip
ANN1187,ANN1187_flower,ANN1187_leafbottom,ANN1187_leaftop,ANN1187_plantside,ANN1187_planttop,ANN1187_primarybranch,nan,ANN1187_leafstrip
ANN1188,ANN1188_flower,ANN1188_leafbottom,ANN1188_leaftop,ANN1188_plantside,ANN1188_planttop,ANN1188_primarybranch,nan,ANN1188_leafstrip
ANN1189,ANN1189_flower,ANN1189_leafbottom,ANN1189_leaftop,ANN1189_plantside,ANN1189_planttop,ANN1189_primarybranch,nan,ANN1189_leafstrip
ANN1190,ANN1190_flower,ANN1190_leafbottom,ANN1190_leaftop,ANN1190_plantside,ANN1190_planttop,ANN1190_primarybranch,nan,ANN1190_leafstrip
ANN1191,ANN1191_flower,ANN1191_leafbottom,ANN1191_leaftop,ANN1191_plantside,ANN1191_planttop,ANN1191_primarybranch,ANN1191_seed,ANN1191_leafstrip
ANN1192,ANN1192_flower,ANN1192_leafbottom,ANN1192_leaftop,ANN1192_plantside,ANN1192_planttop,ANN1192_primarybranch,ANN1192_seed,ANN1192_leafstrip
ANN1193,ANN1193_flower,ANN1193_leafbottom,ANN1193_leaftop,ANN1193_plantside,ANN1193_planttop,ANN1193_primarybranch,nan,ANN1193_leafstrip
ANN1194,ANN1194_flower,ANN1194_leafbottom,ANN1194_leaftop,ANN1194_plantside,ANN1194_planttop,ANN1194_primarybranch,ANN1194_seed,ANN1194_leafstrip
ANN1195,ANN1195_flower,ANN1195_leafbottom,ANN1195_leaftop,ANN1195_plantside,ANN1195_planttop,ANN1195_primarybranch,nan,ANN1195_leafstrip
ANN1196,ANN1196_flower,ANN1196_leafbottom,ANN1196_leaftop,ANN1196_plantside,ANN1196_planttop,ANN1196_primarybranch,ANN1196_seed,ANN1196_leafstrip
ANN1197,ANN1197_flower,nan,nan,ANN1197_plantside,ANN1197_planttop,ANN1197_primarybranch,ANN1197_seed,ANN1197_leafstrip
ANN1198,ANN1198_flower,ANN1198_leafbottom,ANN1198_leaftop,ANN1198_plantside,ANN1198_planttop,ANN1198_primarybranch,ANN1198_seed,ANN1198_leafstrip
ANN1199,ANN1199_flower,ANN1199_leafbottom,ANN1199_leaftop,ANN1199_plantside,ANN1199_planttop,ANN1199_primarybranch,nan,ANN1199_leafstrip
ANN1200,ANN1200_flower,ANN1200_leafbottom,ANN1200_leaftop,ANN1200_plantside,ANN1200_planttop,ANN1200_primarybranch,nan,ANN1200_leafstrip
ANN1201,ANN1201_flower,ANN1201_leafbottom,ANN1201_leaftop,ANN1201_plantside,ANN1201_planttop,ANN1201_primarybranch,ANN1201_seed,ANN1201_leafstrip
ANN1202,ANN1202_flower,ANN1202_leafbottom,ANN1202_leaftop,ANN1202_plantside,ANN1202_planttop,ANN1202_primarybranch,ANN1202_seed,ANN1202_leafstrip
ANN1203,ANN1203_flower,ANN1203_leafbottom,ANN1203_leaftop,ANN1203_plantside,ANN1203_planttop,ANN1203_primarybranch,nan,ANN1203_leafstrip
ANN1204,nan,ANN1204_leafbottom,ANN1204_leaftop,ANN1204_plantside,ANN1204_planttop,ANN1204_primarybranch,nan,ANN1204_leafstrip
ANN1205,ANN1205_flower,ANN1205_leafbottom,ANN1205_leaftop,ANN1205_plantside,ANN1205_planttop,ANN1205_primarybranch,nan,ANN1205_leafstrip
ANN1206,ANN1206_flower,ANN1206_leafbottom,ANN1206_leaftop,ANN1206_plantside,ANN1206_planttop,ANN1206_primarybranch,nan,ANN1206_leafstrip
ANN1207,nan,ANN1207_leafbottom,ANN1207_leaftop,ANN1207_plantside,ANN1207_planttop,ANN1207_primarybranch,nan,ANN1207_leafstrip
ANN1208,ANN1208_flower,ANN1208_leafbottom,ANN1208_leaftop,ANN1208_plantside,ANN1208_planttop,ANN1208_primarybranch,nan,ANN1208_leafstrip
ANN1209,ANN1209_flower,ANN1209_leafbottom,ANN1209_leaftop,ANN1209_plantside,ANN1209_planttop,ANN1209_primarybranch,nan,ANN1209_leafstrip
ANN1210,ANN1210_flower,ANN1210_leafbottom,ANN1210_leaftop,ANN1210_plantside,ANN1210_planttop,ANN1210_primarybranch,nan,ANN1210_leafstrip
ANN1211,ANN1211_flower,ANN1211_leafbottom,ANN1211_leaftop,ANN1211_plantside,ANN1211_planttop,ANN1211_primarybranch,ANN1211_seed,ANN1211_leafstrip
ANN1212,ANN1212_flower,ANN1212_leafbottom,ANN1212_leaftop,ANN1212_plantside,ANN1212_planttop,ANN1212_primarybranch,ANN1212_seed,ANN1212_leafstrip
ANN1213,ANN1213_flower,ANN1213_leafbottom,ANN1213_leaftop,ANN1213_plantside,ANN1213_planttop,ANN1213_primarybranch,ANN1213_seed,ANN1213_leafstrip
ANN1214,ANN1214_flower,ANN1214_leafbottom,ANN1214_leaftop,ANN1214_plantside,ANN1214_planttop,ANN1214_primarybranch,ANN1214_seed,ANN1214_leafstrip
ANN1215,ANN1215_flower,ANN1215_leafbottom,ANN1215_leaftop,ANN1215_plantside,ANN1215_planttop,ANN1215_primarybranch,ANN1215_seed,ANN1215_leafstrip
ANN1216,ANN1216_flower,ANN1216_leafbottom,ANN1216_leaftop,ANN1216_plantside,ANN1216_planttop,ANN1216_primarybranch,ANN1216_seed,ANN1216_leafstrip
ANN1217,ANN1217_flower,ANN1217_leafbottom,ANN1217_leaftop,ANN1217_plantside,ANN1217_planttop,ANN1217_primarybranch,ANN1217_seed,ANN1217_leafstrip
ANN1218,ANN1218_flower,ANN1218_leafbottom,ANN1218_leaftop,ANN1218_plantside,ANN1218_planttop,ANN1218_primarybranch,ANN1218_seed,ANN1218_leafstrip
ANN1219,ANN1219_flower,ANN1219_leafbottom,ANN1219_leaftop,ANN1219_plantside,ANN1219_planttop,ANN1219_primarybranch,ANN1219_seed,ANN1219_leafstrip
ANN1220,ANN1220_flower,ANN1220_leafbottom,ANN1220_leaftop,ANN1220_plantside,ANN1220_planttop,ANN1220_primarybranch,ANN1220_seed,ANN1220_leafstrip
ANN1221,ANN1221_flower,ANN1221_leafbottom,ANN1221_leaftop,ANN1221_plantside,ANN1221_planttop,ANN1221_primarybranch,ANN1221_seed,ANN1221_leafstrip
ANN1222,ANN1222_flower,ANN1222_leafbottom,ANN1222_leaftop,ANN1222_plantside,ANN1222_planttop,ANN1222_primarybranch,ANN1222_seed,ANN1222_leafstrip
ANN1223,ANN1223_flower,ANN1223_leafbottom,ANN1223_leaftop,ANN1223_plantside,ANN1223_planttop,ANN1223_primarybranch,ANN1223_seed,ANN1223_leafstrip
ANN1224,ANN1224_flower,ANN1224_leafbottom,ANN1224_leaftop,ANN1224_plantside,ANN1224_planttop,ANN1224_primarybranch,ANN1224_seed,ANN1224_leafstrip
ANN1225,ANN1225_flower,ANN1225_leafbottom,ANN1225_leaftop,ANN1225_plantside,ANN1225_planttop,ANN1225_primarybranch,nan,ANN1225_leafstrip
ANN1226,ANN1226_flower,ANN1226_leafbottom,ANN1226_leaftop,ANN1226_plantside,ANN1226_planttop,ANN1226_primarybranch,ANN1226_seed,ANN1226_leafstrip
ANN1227,ANN1227_flower,ANN1227_leafbottom,ANN1227_leaftop,ANN1227_plantside,ANN1227_planttop,ANN1227_primarybranch,ANN1227_seed,ANN1227_leafstrip
ANN1228,ANN1228_flower,ANN1228_leafbottom,ANN1228_leaftop,ANN1228_plantside,ANN1228_planttop,ANN1228_primarybranch,ANN1228_seed,ANN1228_leafstrip
ANN1229,ANN1229_flower,ANN1229_leafbottom,ANN1229_leaftop,ANN1229_plantside,ANN1229_planttop,nan,ANN1229_seed,ANN1229_leafstrip
ANN1230,ANN1230_flower,ANN1230_leafbottom,ANN1230_leaftop,ANN1230_plantside,ANN1230_planttop,nan,ANN1230_seed,ANN1230_leafstrip
ANN1231,ANN1231_flower,ANN1231_leafbottom,ANN1231_leaftop,ANN1231_plantside,ANN1231_planttop,ANN1231_primarybranch,ANN1231_seed,ANN1231_leafstrip
ANN1232,ANN1232_flower,ANN1232_leafbottom,ANN1232_leaftop,ANN1232_plantside,ANN1232_planttop,ANN1232_primarybranch,ANN1232_seed,ANN1232_leafstrip
ANN1233,ANN1233_flower,ANN1233_leafbottom,ANN1233_leaftop,ANN1233_plantside,ANN1233_planttop,ANN1233_primarybranch,ANN1233_seed,ANN1233_leafstrip
ANN1234,ANN1234_flower,ANN1234_leafbottom,ANN1234_leaftop,ANN1234_plantside,ANN1234_planttop,ANN1234_primarybranch,nan,ANN1234_leafstrip
ANN1235,ANN1235_flower,ANN1235_leafbottom,ANN1235_leaftop,ANN1235_plantside,ANN1235_planttop,ANN1235_primarybranch,ANN1235_seed,ANN1235_leafstrip
ANN1236,ANN1236_flower,ANN1236_leafbottom,ANN1236_leaftop,ANN1236_plantside,ANN1236_planttop,ANN1236_primarybranch,ANN1236_seed,ANN1236_leafstrip
ANN1237,ANN1237_flower,ANN1237_leafbottom,ANN1237_leaftop,ANN1237_plantside,ANN1237_planttop,ANN1237_primarybranch,ANN1237_seed,ANN1237_leafstrip
ANN1238,ANN1238_flower,ANN1238_leafbottom,ANN1238_leaftop,ANN1238_plantside,ANN1238_planttop,ANN1238_primarybranch,ANN1238_seed,ANN1238_leafstrip
ANN1239,ANN1239_flower,ANN1239_leafbottom,ANN1239_leaftop,ANN1239_plantside,ANN1239_planttop,ANN1239_primarybranch,ANN1239_seed,ANN1239_leafstrip
ANN1240,ANN1240_flower,ANN1240_leafbottom,ANN1240_leaftop,ANN1240_plantside,ANN1240_planttop,ANN1240_primarybranch,ANN1240_seed,ANN1240_leafstrip
ANN1241,ANN1241_flower,ANN1241_leafbottom,ANN1241_leaftop,ANN1241_plantside,ANN1241_planttop,ANN1241_primarybranch,ANN1241_seed,ANN1241_leafstrip
ANN1242,ANN1242_flower,ANN1242_leafbottom,ANN1242_leaftop,ANN1242_plantside,ANN1242_planttop,ANN1242_primarybranch,ANN1242_seed,ANN1242_leafstrip
ANN1243,ANN1243_flower,ANN1243_leafbottom,ANN1243_leaftop,ANN1243_plantside,ANN1243_planttop,ANN1243_primarybranch,ANN1243_seed,ANN1243_leafstrip
ANN1244,ANN1244_flower,ANN1244_leafbottom,ANN1244_leaftop,ANN1244_plantside,ANN1244_planttop,ANN1244_primarybranch,ANN1244_seed,ANN1244_leafstrip
ANN1245,ANN1245_flower,ANN1245_leafbottom,ANN1245_leaftop,ANN1245_plantside,ANN1245_planttop,ANN1245_primarybranch,nan,ANN1245_leafstrip
ANN1246,ANN1246_flower,ANN1246_leafbottom,ANN1246_leaftop,ANN1246_plantside,ANN1246_planttop,ANN1246_primarybranch,nan,ANN1246_leafstrip
ANN1247,ANN1247_flower,ANN1247_leafbottom,ANN1247_leaftop,ANN1247_plantside,ANN1247_planttop,ANN1247_primarybranch,ANN1247_seed,ANN1247_leafstrip
ANN1248,ANN1248_flower,ANN1248_leafbottom,ANN1248_leaftop,ANN1248_plantside,ANN1248_planttop,ANN1248_primarybranch,ANN1248_seed,ANN1248_leafstrip
ANN1249,ANN1249_flower,ANN1249_leafbottom,ANN1249_leaftop,ANN1249_plantside,ANN1249_planttop,ANN1249_primarybranch,ANN1249_seed,ANN1249_leafstrip
ANN1250,ANN1250_flower,ANN1250_leafbottom,ANN1250_leaftop,ANN1250_plantside,ANN1250_planttop,ANN1250_primarybranch,ANN1250_seed,ANN1250_leafstrip
ANN1251,ANN1251_flower,ANN1251_leafbottom,ANN1251_leaftop,ANN1251_plantside,ANN1251_planttop,ANN1251_primarybranch,ANN1251_seed,ANN1251_leafstrip
ANN1252,ANN1252_flower,ANN1252_leafbottom,ANN1252_leaftop,ANN1252_plantside,ANN1252_planttop,ANN1252_primarybranch,ANN1252_seed,ANN1252_leafstrip
ANN1253,ANN1253_flower,ANN1253_leafbottom,ANN1253_leaftop,ANN1253_plantside,ANN1253_planttop,nan,ANN1253_seed,ANN1253_leafstrip
ANN1254,ANN1254_flower,ANN1254_leafbottom,ANN1254_leaftop,ANN1254_plantside,ANN1254_planttop,nan,ANN1254_seed,ANN1254_leafstrip
ANN1255,ANN1255_flower,ANN1255_leafbottom,ANN1255_leaftop,ANN1255_plantside,ANN1255_planttop,ANN1255_primarybranch,ANN1255_seed,ANN1255_leafstrip
ANN1256,ANN1256_flower,ANN1256_leafbottom,ANN1256_leaftop,ANN1256_plantside,ANN1256_planttop,ANN1256_primarybranch,ANN1256_seed,ANN1256_leafstrip
ANN1257,ANN1257_flower,ANN1257_leafbottom,ANN1257_leaftop,ANN1257_plantside,ANN1257_planttop,ANN1257_primarybranch,ANN1257_seed,ANN1257_leafstrip
ANN1258,ANN1258_flower,ANN1258_leafbottom,ANN1258_leaftop,ANN1258_plantside,ANN1258_planttop,ANN1258_primarybranch,ANN1258_seed,ANN1258_leafstrip
ANN1259,ANN1259_flower,ANN1259_leafbottom,ANN1259_leaftop,ANN1259_plantside,ANN1259_planttop,ANN1259_primarybranch,ANN1259_seed,ANN1259_leafstrip
ANN1260,ANN1260_flower,ANN1260_leafbottom,ANN1260_leaftop,ANN1260_plantside,ANN1260_planttop,ANN1260_primarybranch,ANN1260_seed,ANN1260_leafstrip
ANN1261,ANN1261_flower,ANN1261_leafbottom,ANN1261_leaftop,ANN1261_plantside,ANN1261_planttop,ANN1261_primarybranch,nan,ANN1261_leafstrip
ANN1262,ANN1262_flower,ANN1262_leafbottom,ANN1262_leaftop,ANN1262_plantside,ANN1262_planttop,ANN1262_primarybranch,nan,ANN1262_leafstrip
ANN1263,ANN1263_flower,ANN1263_leafbottom,ANN1263_leaftop,ANN1263_plantside,ANN1263_planttop,nan,ANN1263_seed,ANN1263_leafstrip
ANN1264,ANN1264_flower,ANN1264_leafbottom,ANN1264_leaftop,ANN1264_plantside,ANN1264_planttop,ANN1264_primarybranch,ANN1264_seed,ANN1264_leafstrip
ANN1265,ANN1265_flower,ANN1265_leafbottom,ANN1265_leaftop,ANN1265_plantside,ANN1265_planttop,ANN1265_primarybranch,ANN1265_seed,ANN1265_leafstrip
ANN1266,ANN1266_flower,ANN1266_leafbottom,ANN1266_leaftop,ANN1266_plantside,ANN1266_planttop,ANN1266_primarybranch,ANN1266_seed,ANN1266_leafstrip
ANN1267,ANN1267_flower,ANN1267_leafbottom,ANN1267_leaftop,ANN1267_plantside,ANN1267_planttop,ANN1267_primarybranch,ANN1267_seed,ANN1267_leafstrip
ANN1268,ANN1268_flower,ANN1268_leafbottom,ANN1268_leaftop,ANN1268_plantside,ANN1268_planttop,ANN1268_primarybranch,ANN1268_seed,ANN1268_leafstrip
ANN1269,ANN1269_flower,ANN1269_leafbottom,ANN1269_leaftop,ANN1269_plantside,ANN1269_planttop,ANN1269_primarybranch,ANN1269_seed,ANN1269_leafstrip
ANN1270,ANN1270_flower,ANN1270_leafbottom,ANN1270_leaftop,ANN1270_plantside,ANN1270_planttop,ANN1270_primarybranch,ANN1270_seed,ANN1270_leafstrip
ANN1271,nan,ANN1271_leafbottom,ANN1271_leaftop,ANN1271_plantside,ANN1271_planttop,ANN1271_primarybranch,nan,ANN1271_leafstrip
ANN1272,nan,ANN1272_leafbottom,ANN1272_leaftop,ANN1272_plantside,ANN1272_planttop,ANN1272_primarybranch,nan,ANN1272_leafstrip
ANN1273,nan,nan,ANN1273_leaftop,ANN1273_plantside,ANN1273_planttop,ANN1273_primarybranch,nan,ANN1273_leafstrip
ANN1274,nan,ANN1274_leafbottom,ANN1274_leaftop,ANN1274_plantside,ANN1274_planttop,ANN1274_primarybranch,nan,ANN1274_leafstrip
ANN1275,nan,ANN1275_leafbottom,ANN1275_leaftop,ANN1275_plantside,ANN1275_planttop,ANN1275_primarybranch,nan,ANN1275_leafstrip
ANN1276,nan,ANN1276_leafbottom,ANN1276_leaftop,ANN1276_plantside,ANN1276_planttop,ANN1276_primarybranch,nan,ANN1276_leafstrip
ANN1277,nan,ANN1277_leafbottom,ANN1277_leaftop,ANN1277_plantside,ANN1277_planttop,ANN1277_primarybranch,nan,ANN1277_leafstrip
ANN1278,nan,ANN1278_leafbottom,ANN1278_leaftop,ANN1278_plantside,ANN1278_planttop,ANN1278_primarybranch,nan,ANN1278_leafstrip
ANN1279,nan,ANN1279_leafbottom,ANN1279_leaftop,ANN1279_plantside,ANN1279_planttop,ANN1279_primarybranch,nan,ANN1279_leafstrip
ANN1280,nan,ANN1280_leafbottom,ANN1280_leaftop,ANN1280_plantside,ANN1280_planttop,ANN1280_primarybranch,nan,ANN1280_leafstrip
ANN1281,nan,ANN1281_leafbottom,ANN1281_leaftop,ANN1281_plantside,ANN1281_planttop,ANN1281_primarybranch,nan,ANN1281_leafstrip
ANN1282,nan,nan,nan,ANN1282_plantside,ANN1282_planttop,ANN1282_primarybranch,nan,nan
ANN1283,nan,ANN1283_leafbottom,ANN1283_leaftop,ANN1283_plantside,ANN1283_planttop,ANN1283_primarybranch,nan,ANN1283_leafstrip
ANN1284,nan,ANN1284_leafbottom,ANN1284_leaftop,ANN1284_plantside,ANN1284_planttop,ANN1284_primarybranch,nan,ANN1284_leafstrip
ANN1285,nan,ANN1285_leafbottom,ANN1285_leaftop,ANN1285_plantside,ANN1285_planttop,ANN1285_primarybranch,nan,ANN1285_leafstrip
ANN1286,nan,ANN1286_leafbottom,ANN1286_leaftop,ANN1286_plantside,ANN1286_planttop,ANN1286_primarybranch,nan,ANN1286_leafstrip
ANN1287,nan,nan,nan,ANN1287_plantside,ANN1287_planttop,ANN1287_primarybranch,nan,nan
ANN1288,nan,ANN1288_leafbottom,ANN1288_leaftop,ANN1288_plantside,ANN1288_planttop,ANN1288_primarybranch,nan,ANN1288_leafstrip
ANN1289,nan,ANN1289_leafbottom,ANN1289_leaftop,ANN1289_plantside,ANN1289_planttop,ANN1289_primarybranch,nan,ANN1289_leafstrip
ANN1290,nan,ANN1290_leafbottom,ANN1290_leaftop,ANN1290_plantside,ANN1290_planttop,ANN1290_primarybranch,nan,ANN1290_leafstrip
ANN1291,ANN1291_flower,ANN1291_leafbottom,ANN1291_leaftop,ANN1291_plantside,ANN1291_planttop,ANN1291_primarybranch,ANN1291_seed,ANN1291_leafstrip
ANN1292,ANN1292_flower,ANN1292_leafbottom,ANN1292_leaftop,ANN1292_plantside,ANN1292_planttop,ANN1292_primarybranch,ANN1292_seed,ANN1292_leafstrip
ANN1293,ANN1293_flower,ANN1293_leafbottom,ANN1293_leaftop,ANN1293_plantside,ANN1293_planttop,ANN1293_primarybranch,nan,ANN1293_leafstrip
ANN1294,ANN1294_flower,ANN1294_leafbottom,ANN1294_leaftop,ANN1294_plantside,ANN1294_planttop,nan,ANN1294_seed,ANN1294_leafstrip
ANN1295,ANN1295_flower,ANN1295_leafbottom,ANN1295_leaftop,ANN1295_plantside,ANN1295_planttop,ANN1295_primarybranch,nan,ANN1295_leafstrip
ANN1296,ANN1296_flower,ANN1296_leafbottom,ANN1296_leaftop,ANN1296_plantside,ANN1296_planttop,ANN1296_primarybranch,nan,ANN1296_leafstrip
ANN1297,ANN1297_flower,ANN1297_leafbottom,ANN1297_leaftop,ANN1297_plantside,ANN1297_planttop,ANN1297_primarybranch,nan,ANN1297_leafstrip
ANN1298,ANN1298_flower,ANN1298_leafbottom,ANN1298_leaftop,ANN1298_plantside,ANN1298_planttop,nan,nan,ANN1298_leafstrip
ANN1299,ANN1299_flower,ANN1299_leafbottom,ANN1299_leaftop,ANN1299_plantside,ANN1299_planttop,ANN1299_primarybranch,nan,ANN1299_leafstrip
ANN1300,ANN1300_flower,ANN1300_leafbottom,ANN1300_leaftop,ANN1300_plantside,ANN1300_planttop,ANN1300_primarybranch,ANN1300_seed,ANN1300_leafstrip
ANN1301,ANN1301_flower,ANN1301_leafbottom,ANN1301_leaftop,ANN1301_plantside,ANN1301_planttop,ANN1301_primarybranch,nan,ANN1301_leafstrip
ANN1302,ANN1302_flower,ANN1302_leafbottom,ANN1302_leaftop,ANN1302_plantside,ANN1302_planttop,ANN1302_primarybranch,ANN1302_seed,ANN1302_leafstrip
ANN1303,ANN1303_flower,ANN1303_leafbottom,ANN1303_leaftop,ANN1303_plantside,ANN1303_planttop,ANN1303_primarybranch,nan,ANN1303_leafstrip
ANN1304,nan,ANN1304_leafbottom,ANN1304_leaftop,ANN1304_plantside,ANN1304_planttop,ANN1304_primarybranch,nan,ANN1304_leafstrip
ANN1305,ANN1305_flower,ANN1305_leafbottom,ANN1305_leaftop,ANN1305_plantside,ANN1305_planttop,ANN1305_primarybranch,nan,ANN1305_leafstrip
ANN1306,ANN1306_flower,ANN1306_leafbottom,ANN1306_leaftop,ANN1306_plantside,ANN1306_planttop,ANN1306_primarybranch,nan,ANN1306_leafstrip
ANN1307,ANN1307_flower,ANN1307_leafbottom,ANN1307_leaftop,ANN1307_plantside,ANN1307_planttop,ANN1307_primarybranch,nan,ANN1307_leafstrip
ANN1308,ANN1308_flower,ANN1308_leafbottom,ANN1308_leaftop,ANN1308_plantside,ANN1308_planttop,nan,nan,ANN1308_leafstrip
ANN1309,ANN1309_flower,ANN1309_leafbottom,ANN1309_leaftop,ANN1309_plantside,ANN1309_planttop,nan,nan,ANN1309_leafstrip
ANN1310,ANN1310_flower,ANN1310_leafbottom,ANN1310_leaftop,ANN1310_plantside,ANN1310_planttop,ANN1310_primarybranch,nan,ANN1310_leafstrip
ANN1311,ANN1311_flower,ANN1311_leafbottom,ANN1311_leaftop,ANN1311_plantside,ANN1311_planttop,nan,ANN1311_seed,ANN1311_leafstrip
ANN1312,ANN1312_flower,ANN1312_leafbottom,ANN1312_leaftop,ANN1312_plantside,ANN1312_planttop,ANN1312_primarybranch,nan,ANN1312_leafstrip
ANN1313,ANN1313_flower,ANN1313_leafbottom,ANN1313_leaftop,ANN1313_plantside,ANN1313_planttop,ANN1313_primarybranch,nan,ANN1313_leafstrip
ANN1314,ANN1314_flower,ANN1314_leafbottom,ANN1314_leaftop,ANN1314_plantside,ANN1314_planttop,ANN1314_primarybranch,ANN1314_seed,ANN1314_leafstrip
ANN1315,ANN1315_flower,ANN1315_leafbottom,ANN1315_leaftop,ANN1315_plantside,ANN1315_planttop,ANN1315_primarybranch,ANN1315_seed,ANN1315_leafstrip
ANN1316,ANN1316_flower,ANN1316_leafbottom,ANN1316_leaftop,ANN1316_plantside,ANN1316_planttop,ANN1316_primarybranch,ANN1316_seed,ANN1316_leafstrip
ANN1317,ANN1317_flower,ANN1317_leafbottom,ANN1317_leaftop,ANN1317_plantside,ANN1317_planttop,ANN1317_primarybranch,ANN1317_seed,ANN1317_leafstrip
ANN1318,ANN1318_flower,ANN1318_leafbottom,ANN1318_leaftop,ANN1318_plantside,ANN1318_planttop,ANN1318_primarybranch,ANN1318_seed,ANN1318_leafstrip
ANN1319,ANN1319_flower,ANN1319_leafbottom,ANN1319_leaftop,ANN1319_plantside,ANN1319_planttop,ANN1319_primarybranch,ANN1319_seed,ANN1319_leafstrip
ANN1320,ANN1320_flower,nan,nan,ANN1320_plantside,ANN1320_planttop,ANN1320_primarybranch,ANN1320_seed,ANN1320_leafstrip
ANN1321,ANN1321_flower,ANN1321_leafbottom,ANN1321_leaftop,ANN1321_plantside,ANN1321_planttop,ANN1321_primarybranch,ANN1321_seed,ANN1321_leafstrip
ANN1322,ANN1322_flower,ANN1322_leafbottom,ANN1322_leaftop,ANN1322_plantside,ANN1322_planttop,ANN1322_primarybranch,ANN1322_seed,ANN1322_leafstrip
ANN1323,ANN1323_flower,ANN1323_leafbottom,ANN1323_leaftop,ANN1323_plantside,ANN1323_planttop,ANN1323_primarybranch,ANN1323_seed,ANN1323_leafstrip
