ID,flower,leafbottom,leaftop,plantside,planttop,primarybranch,seed,leafstrip
PET0574,PET0574_flower,PET0574_leafbottom,PET0574_leaftop,nan,PET0574_planttop,PET0574_primarybranch,PET0574_seed,PET0574_leafstrip
PET0575,PET0575_flower,PET0575_leafbottom,PET0575_leaftop,nan,PET0575_planttop,PET0575_primarybranch,PET0575_seed,PET0575_leafstrip
PET0576,PET0576_flower,PET0576_leafbottom,PET0576_leaftop,nan,PET0576_planttop,nan,PET0576_seed,PET0576_leafstrip
PET0577,PET0577_flower,PET0577_leafbottom,PET0577_leaftop,nan,PET0577_planttop,PET0577_primarybranch,PET0577_seed,PET0577_leafstrip
PET0578,PET0578_flower,PET0578_leafbottom,PET0578_leaftop,nan,PET0578_planttop,nan,PET0578_seed,PET0578_leafstrip
PET0579,PET0579_flower,PET0579_leafbottom,PET0579_leaftop,nan,PET0579_planttop,PET0579_primarybranch,nan,PET0579_leafstrip
PET0580,PET0580_flower,PET0580_leafbottom,PET0580_leaftop,nan,PET0580_planttop,PET0580_primarybranch,nan,PET0580_leafstrip
PET0581,PET0581_flower,PET0581_leafbottom,PET0581_leaftop,nan,PET0581_planttop,PET0581_primarybranch,PET0581_seed,PET0581_leafstrip
PET0582,PET0582_flower,PET0582_leafbottom,PET0582_leaftop,nan,PET0582_planttop,PET0582_primarybranch,PET0582_seed,PET0582_leafstrip
PET0583,PET0583_flower,PET0583_leafbottom,PET0583_leaftop,nan,PET0583_planttop,PET0583_primarybranch,PET0583_seed,PET0583_leafstrip
PET0584,PET0584_flower,PET0584_leafbottom,PET0584_leaftop,nan,PET0584_planttop,PET0584_primarybranch,PET0584_seed,PET0584_leafstrip
PET0585,PET0585_flower,PET0585_leafbottom,PET0585_leaftop,nan,PET0585_planttop,PET0585_primarybranch,PET0585_seed,PET0585_leafstrip
PET0586,PET0586_flower,PET0586_leafbottom,PET0586_leaftop,nan,PET0586_planttop,PET0586_primarybranch,PET0586_seed,PET0586_leafstrip
PET0587,PET0587_flower,PET0587_leafbottom,PET0587_leaftop,nan,PET0587_planttop,PET0587_primarybranch,nan,PET0587_leafstrip
PET0588,PET0588_flower,PET0588_leafbottom,PET0588_leaftop,nan,PET0588_planttop,PET0588_primarybranch,PET0588_seed,PET0588_leafstrip
PET0589,PET0589_flower,PET0589_leafbottom,PET0589_leaftop,nan,PET0589_planttop,PET0589_primarybranch,PET0589_seed,PET0589_leafstrip
PET0590,PET0590_flower,PET0590_leafbottom,PET0590_leaftop,nan,PET0590_planttop,PET0590_primarybranch,PET0590_seed,PET0590_leafstrip
PET0591,PET0591_flower,PET0591_leafbottom,PET0591_leaftop,nan,PET0591_planttop,PET0591_primarybranch,nan,PET0591_leafstrip
PET0592,PET0592_flower,PET0592_leafbottom,PET0592_leaftop,nan,PET0592_planttop,PET0592_primarybranch,nan,PET0592_leafstrip
PET0593,PET0593_flower,PET0593_leafbottom,PET0593_leaftop,nan,PET0593_planttop,PET0593_primarybranch,nan,PET0593_leafstrip
PET0594,PET0594_flower,PET0594_leafbottom,PET0594_leaftop,nan,PET0594_planttop,PET0594_primarybranch,nan,PET0594_leafstrip
PET0595,PET0595_flower,PET0595_leafbottom,PET0595_leaftop,nan,PET0595_planttop,PET0595_primarybranch,PET0595_seed,PET0595_leafstrip
PET0596,PET0596_flower,PET0596_leafbottom,PET0596_leaftop,nan,PET0596_planttop,PET0596_primarybranch,PET0596_seed,PET0596_leafstrip
PET0597,PET0597_flower,PET0597_leafbottom,PET0597_leaftop,nan,PET0597_planttop,PET0597_primarybranch,nan,PET0597_leafstrip
PET0598,PET0598_flower,PET0598_leafbottom,PET0598_leaftop,nan,PET0598_planttop,PET0598_primarybranch,nan,PET0598_leafstrip
PET0599,PET0599_flower,PET0599_leafbottom,PET0599_leaftop,nan,PET0599_planttop,PET0599_primarybranch,PET0599_seed,PET0599_leafstrip
PET0600,PET0600_flower,PET0600_leafbottom,PET0600_leaftop,nan,PET0600_planttop,PET0600_primarybranch,PET0600_seed,PET0600_leafstrip
PET0601,PET0601_flower,PET0601_leafbottom,PET0601_leaftop,nan,PET0601_planttop,PET0601_primarybranch,nan,PET0601_leafstrip
PET0602,PET0602_flower,PET0602_leafbottom,PET0602_leaftop,nan,PET0602_planttop,PET0602_primarybranch,nan,PET0602_leafstrip
PET0603,PET0603_flower,PET0603_leafbottom,PET0603_leaftop,nan,PET0603_planttop,PET0603_primarybranch,nan,PET0603_leafstrip
PET0604,PET0604_flower,PET0604_leafbottom,PET0604_leaftop,nan,PET0604_planttop,nan,nan,PET0604_leafstrip
PET0605,PET0605_flower,PET0605_leafbottom,PET0605_leaftop,nan,PET0605_planttop,PET0605_primarybranch,PET0605_seed,PET0605_leafstrip
PET0606,PET0606_flower,PET0606_leafbottom,PET0606_leaftop,nan,PET0606_planttop,PET0606_primarybranch,PET0606_seed,PET0606_leafstrip
PET0607,PET0607_flower,PET0607_leafbottom,PET0607_leaftop,nan,PET0607_planttop,PET0607_primarybranch,PET0607_seed,PET0607_leafstrip
PET0608,PET0608_flower,PET0608_leafbottom,PET0608_leaftop,nan,PET0608_planttop,PET0608_primarybranch,PET0608_seed,PET0608_leafstrip
PET0609,PET0609_flower,PET0609_leafbottom,PET0609_leaftop,nan,PET0609_planttop,PET0609_primarybranch,PET0609_seed,PET0609_leafstrip
PET0610,PET0610_flower,PET0610_leafbottom,PET0610_leaftop,nan,PET0610_planttop,PET0610_primarybranch,PET0610_seed,PET0610_leafstrip
PET0611,PET0611_flower,PET0611_leafbottom,PET0611_leaftop,nan,PET0611_planttop,PET0611_primarybranch,PET0611_seed,PET0611_leafstrip
PET0612,PET0612_flower,PET0612_leafbottom,PET0612_leaftop,nan,PET0612_planttop,PET0612_primarybranch,nan,PET0612_leafstrip
PET0613,PET0613_flower,PET0613_leafbottom,PET0613_leaftop,nan,PET0613_planttop,nan,nan,PET0613_leafstrip
PET0614,PET0614_flower,PET0614_leafbottom,PET0614_leaftop,nan,PET0614_planttop,PET0614_primarybranch,nan,PET0614_leafstrip
PET0615,PET0615_flower,PET0615_leafbottom,PET0615_leaftop,nan,PET0615_planttop,nan,nan,PET0615_leafstrip
PET0616,PET0616_flower,PET0616_leafbottom,PET0616_leaftop,nan,PET0616_planttop,PET0616_primarybranch,nan,PET0616_leafstrip
PET0617,PET0617_flower,PET0617_leafbottom,PET0617_leaftop,nan,PET0617_planttop,PET0617_primarybranch,PET0617_seed,PET0617_leafstrip
PET0618,PET0618_flower,PET0618_leafbottom,PET0618_leaftop,nan,PET0618_planttop,nan,PET0618_seed,PET0618_leafstrip
PET0619,PET0619_flower,PET0619_leafbottom,PET0619_leaftop,nan,PET0619_planttop,nan,nan,PET0619_leafstrip
PET0620,PET0620_flower,PET0620_leafbottom,PET0620_leaftop,nan,PET0620_planttop,PET0620_primarybranch,nan,PET0620_leafstrip
PET0621,PET0621_flower,PET0621_leafbottom,PET0621_leaftop,nan,PET0621_planttop,PET0621_primarybranch,PET0621_seed,PET0621_leafstrip
PET0622,PET0622_flower,PET0622_leafbottom,PET0622_leaftop,nan,PET0622_planttop,PET0622_primarybranch,PET0622_seed,PET0622_leafstrip
PET0623,PET0623_flower,PET0623_leafbottom,PET0623_leaftop,nan,PET0623_planttop,nan,nan,PET0623_leafstrip
PET0624,PET0624_flower,PET0624_leafbottom,PET0624_leaftop,nan,PET0624_planttop,PET0624_primarybranch,PET0624_seed,PET0624_leafstrip
PET0625,PET0625_flower,PET0625_leafbottom,PET0625_leaftop,nan,PET0625_planttop,PET0625_primarybranch,PET0625_seed,PET0625_leafstrip
PET0626,PET0626_flower,PET0626_leafbottom,PET0626_leaftop,nan,PET0626_planttop,PET0626_primarybranch,PET0626_seed,PET0626_leafstrip
PET0627,PET0627_flower,PET0627_leafbottom,PET0627_leaftop,nan,PET0627_planttop,PET0627_primarybranch,PET0627_seed,PET0627_leafstrip
PET0628,PET0628_flower,PET0628_leafbottom,PET0628_leaftop,nan,PET0628_planttop,PET0628_primarybranch,PET0628_seed,PET0628_leafstrip
PET0629,PET0629_flower,PET0629_leafbottom,PET0629_leaftop,nan,PET0629_planttop,PET0629_primarybranch,PET0629_seed,nan
PET0630,PET0630_flower,PET0630_leafbottom,PET0630_leaftop,nan,PET0630_planttop,PET0630_primarybranch,PET0630_seed,PET0630_leafstrip
PET0631,PET0631_flower,PET0631_leafbottom,PET0631_leaftop,nan,PET0631_planttop,PET0631_primarybranch,nan,PET0631_leafstrip
PET0632,PET0632_flower,PET0632_leafbottom,PET0632_leaftop,nan,PET0632_planttop,PET0632_primarybranch,nan,PET0632_leafstrip
PET0633,PET0633_flower,PET0633_leafbottom,PET0633_leaftop,nan,PET0633_planttop,PET0633_primarybranch,nan,PET0633_leafstrip
PET0634,PET0634_flower,PET0634_leafbottom,PET0634_leaftop,nan,PET0634_planttop,PET0634_primarybranch,nan,PET0634_leafstrip
PET0635,PET0635_flower,PET0635_leafbottom,PET0635_leaftop,nan,PET0635_planttop,PET0635_primarybranch,PET0635_seed,PET0635_leafstrip
PET0636,PET0636_flower,PET0636_leafbottom,PET0636_leaftop,nan,PET0636_planttop,PET0636_primarybranch,PET0636_seed,PET0636_leafstrip
PET0637,PET0637_flower,PET0637_leafbottom,PET0637_leaftop,nan,PET0637_planttop,PET0637_primarybranch,PET0637_seed,PET0637_leafstrip
PET0638,nan,nan,nan,nan,nan,nan,nan,nan
PET0639,PET0639_flower,PET0639_leafbottom,PET0639_leaftop,nan,PET0639_planttop,PET0639_primarybranch,nan,PET0639_leafstrip
PET0640,PET0640_flower,PET0640_leafbottom,PET0640_leaftop,nan,PET0640_planttop,PET0640_primarybranch,nan,PET0640_leafstrip
PET0641,PET0641_flower,PET0641_leafbottom,PET0641_leaftop,nan,PET0641_planttop,PET0641_primarybranch,PET0641_seed,PET0641_leafstrip
PET0642,PET0642_flower,PET0642_leafbottom,PET0642_leaftop,nan,PET0642_planttop,PET0642_primarybranch,PET0642_seed,PET0642_leafstrip
PET0643,PET0643_flower,PET0643_leafbottom,PET0643_leaftop,nan,PET0643_planttop,nan,nan,PET0643_leafstrip
PET0644,PET0644_flower,PET0644_leafbottom,PET0644_leaftop,nan,PET0644_planttop,PET0644_primarybranch,nan,PET0644_leafstrip
PET0645,PET0645_flower,PET0645_leafbottom,PET0645_leaftop,nan,PET0645_planttop,nan,nan,PET0645_leafstrip
PET0646,PET0646_flower,PET0646_leafbottom,PET0646_leaftop,nan,PET0646_planttop,PET0646_primarybranch,nan,PET0646_leafstrip
PET0647,PET0647_flower,PET0647_leafbottom,PET0647_leaftop,nan,PET0647_planttop,nan,PET0647_seed,PET0647_leafstrip
PET0648,PET0648_flower,PET0648_leafbottom,PET0648_leaftop,nan,PET0648_planttop,PET0648_primarybranch,PET0648_seed,PET0648_leafstrip
PET0649,nan,nan,nan,nan,nan,nan,nan,nan
PET0650,nan,nan,nan,nan,nan,nan,nan,nan
PET0651,PET0651_flower,PET0651_leafbottom,PET0651_leaftop,nan,PET0651_planttop,nan,PET0651_seed,PET0651_leafstrip
PET0652,PET0652_flower,PET0652_leafbottom,PET0652_leaftop,nan,PET0652_planttop,nan,nan,PET0652_leafstrip
PET0653,nan,PET0653_leafbottom,PET0653_leaftop,nan,nan,nan,PET0653_seed,nan
PET0654,PET0654_flower,PET0654_leafbottom,PET0654_leaftop,nan,PET0654_planttop,nan,PET0654_seed,PET0654_leafstrip
PET0655,PET0655_flower,PET0655_leafbottom,PET0655_leaftop,nan,PET0655_planttop,nan,nan,PET0655_leafstrip
PET0656,PET0656_flower,PET0656_leafbottom,PET0656_leaftop,nan,PET0656_planttop,nan,nan,PET0656_leafstrip
PET0657,PET0657_flower,PET0657_leafbottom,PET0657_leaftop,nan,PET0657_planttop,PET0657_primarybranch,PET0657_seed,PET0657_leafstrip
PET0658,PET0658_flower,PET0658_leafbottom,PET0658_leaftop,nan,PET0658_planttop,PET0658_primarybranch,PET0658_seed,PET0658_leafstrip
PET0659,nan,nan,nan,nan,nan,nan,nan,nan
PET0660,nan,nan,nan,nan,nan,nan,nan,nan
PET0661,nan,nan,nan,nan,nan,nan,nan,nan
PET0662,nan,nan,nan,nan,nan,nan,nan,nan
PET0663,nan,nan,nan,nan,nan,nan,nan,nan
PET0664,PET0664_flower,nan,nan,nan,nan,nan,nan,nan
PET0665,nan,nan,nan,nan,nan,nan,nan,nan
PET0666,nan,nan,nan,nan,nan,nan,nan,nan
PET0667,nan,nan,nan,nan,nan,nan,nan,nan
PET0668,PET0668_flower,PET0668_leafbottom,PET0668_leaftop,nan,PET0668_planttop,nan,PET0668_seed,PET0668_leafstrip
PET0669,nan,nan,nan,nan,nan,nan,nan,nan
PET0670,nan,nan,nan,nan,nan,nan,nan,nan
PET0671,nan,nan,nan,nan,nan,nan,nan,nan
PET0672,PET0672_flower,PET0672_leafbottom,PET0672_leaftop,nan,PET0672_planttop,nan,nan,PET0672_leafstrip
PET0673,nan,nan,nan,nan,nan,nan,nan,nan
PET0674,PET0674_flower,PET0674_leafbottom,PET0674_leaftop,nan,PET0674_planttop,nan,nan,PET0674_leafstrip
PET0675,PET0675_flower,PET0675_leafbottom,PET0675_leaftop,nan,PET0675_planttop,nan,nan,PET0675_leafstrip
PET0676,nan,nan,nan,nan,nan,nan,nan,nan
PET0677,nan,nan,nan,nan,nan,nan,nan,nan
PET0678,nan,nan,nan,nan,nan,nan,nan,nan
PET0679,nan,nan,nan,nan,nan,nan,nan,nan
PET0680,nan,PET0680_leafbottom,PET0680_leaftop,nan,PET0680_planttop,nan,nan,PET0680_leafstrip
PET0681,nan,nan,nan,nan,nan,nan,nan,nan
PET0682,nan,nan,nan,nan,nan,nan,nan,nan
PET0683,nan,nan,nan,nan,nan,nan,nan,nan
PET0684,nan,nan,nan,nan,nan,nan,nan,nan
PET0685,nan,nan,nan,nan,nan,nan,nan,nan
PET0686,nan,nan,nan,nan,nan,nan,nan,nan
PET0687,nan,nan,nan,nan,nan,nan,nan,nan
PET0688,nan,nan,nan,nan,nan,nan,nan,nan
PET0689,nan,nan,nan,nan,nan,nan,nan,nan
PET0690,nan,nan,nan,nan,nan,nan,nan,nan
PET0691,nan,nan,nan,nan,nan,nan,nan,nan
PET0692,PET0692_flower,PET0692_leafbottom,PET0692_leaftop,nan,PET0692_planttop,nan,nan,PET0692_leafstrip
PET0693,PET0693_flower,PET0693_leafbottom,PET0693_leaftop,nan,PET0693_planttop,nan,nan,PET0693_leafstrip
PET0694,nan,PET0694_leafbottom,PET0694_leaftop,nan,PET0694_planttop,nan,nan,PET0694_leafstrip
PET0695,PET0695_flower,PET0695_leafbottom,PET0695_leaftop,nan,PET0695_planttop,nan,nan,PET0695_leafstrip
PET0696,PET0696_flower,PET0696_leafbottom,PET0696_leaftop,nan,PET0696_planttop,nan,PET0696_seed,PET0696_leafstrip
PET0697,PET0697_flower,PET0697_leafbottom,PET0697_leaftop,nan,PET0697_planttop,nan,PET0697_seed,PET0697_leafstrip
PET0698,PET0698_flower,PET0698_leafbottom,PET0698_leaftop,nan,PET0698_planttop,nan,nan,PET0698_leafstrip
PET0699,PET0699_flower,PET0699_leafbottom,PET0699_leaftop,nan,PET0699_planttop,PET0699_primarybranch,PET0699_seed,PET0699_leafstrip
PET0700,PET0700_flower,PET0700_leafbottom,PET0700_leaftop,nan,PET0700_planttop,nan,PET0700_seed,PET0700_leafstrip
PET0701,PET0701_flower,PET0701_leafbottom,PET0701_leaftop,nan,PET0701_planttop,PET0701_primarybranch,nan,PET0701_leafstrip
PET0702,nan,nan,nan,nan,nan,nan,nan,nan
PET0703,PET0703_flower,PET0703_leafbottom,PET0703_leaftop,nan,PET0703_planttop,PET0703_primarybranch,nan,PET0703_leafstrip
PET0704,PET0704_flower,PET0704_leafbottom,PET0704_leaftop,nan,PET0704_planttop,nan,nan,PET0704_leafstrip
PET0705,PET0705_flower,PET0705_leafbottom,PET0705_leaftop,nan,PET0705_planttop,nan,PET0705_seed,PET0705_leafstrip
PET0706,PET0706_flower,PET0706_leafbottom,PET0706_leaftop,nan,PET0706_planttop,nan,PET0706_seed,PET0706_leafstrip
PET0707,PET0707_flower,PET0707_leafbottom,PET0707_leaftop,nan,PET0707_planttop,nan,PET0707_seed,PET0707_leafstrip
PET0708,PET0708_flower,PET0708_leafbottom,PET0708_leaftop,nan,PET0708_planttop,nan,PET0708_seed,PET0708_leafstrip
PET0709,PET0709_flower,PET0709_leafbottom,PET0709_leaftop,nan,PET0709_planttop,PET0709_primarybranch,PET0709_seed,PET0709_leafstrip
PET0710,PET0710_flower,PET0710_leafbottom,PET0710_leaftop,nan,PET0710_planttop,PET0710_primarybranch,PET0710_seed,PET0710_leafstrip
PET0711,PET0711_flower,PET0711_leafbottom,PET0711_leaftop,nan,PET0711_planttop,nan,nan,PET0711_leafstrip
PET0712,PET0712_flower,PET0712_leafbottom,PET0712_leaftop,nan,PET0712_planttop,nan,nan,PET0712_leafstrip
PET0713,PET0713_flower,PET0713_leafbottom,PET0713_leaftop,nan,PET0713_planttop,nan,PET0713_seed,PET0713_leafstrip
PET0714,nan,nan,nan,nan,nan,nan,nan,nan
PET0715,nan,nan,nan,nan,nan,nan,nan,nan
PET0716,nan,nan,nan,nan,nan,nan,nan,nan
PET0717,PET0717_flower,PET0717_leafbottom,PET0717_leaftop,nan,PET0717_planttop,PET0717_primarybranch,PET0717_seed,PET0717_leafstrip
PET0718,PET0718_flower,PET0718_leafbottom,PET0718_leaftop,nan,PET0718_planttop,PET0718_primarybranch,PET0718_seed,PET0718_leafstrip
PET0719,PET0719_flower,PET0719_leafbottom,PET0719_leaftop,nan,PET0719_planttop,nan,nan,PET0719_leafstrip
PET0720,PET0720_flower,PET0720_leafbottom,PET0720_leaftop,nan,PET0720_planttop,PET0720_primarybranch,nan,PET0720_leafstrip
PET0721,PET0721_flower,PET0721_leafbottom,PET0721_leaftop,nan,PET0721_planttop,PET0721_primarybranch,PET0721_seed,PET0721_leafstrip
PET0722,PET0722_flower,PET0722_leafbottom,PET0722_leaftop,nan,PET0722_planttop,PET0722_primarybranch,PET0722_seed,PET0722_leafstrip
PET0723,PET0723_flower,PET0723_leafbottom,PET0723_leaftop,nan,PET0723_planttop,PET0723_primarybranch,PET0723_seed,PET0723_leafstrip
PET0724,PET0724_flower,PET0724_leafbottom,PET0724_leaftop,nan,PET0724_planttop,PET0724_primarybranch,PET0724_seed,PET0724_leafstrip
PET0725,PET0725_flower,PET0725_leafbottom,PET0725_leaftop,nan,PET0725_planttop,PET0725_primarybranch,PET0725_seed,PET0725_leafstrip
PET0726,PET0726_flower,PET0726_leafbottom,PET0726_leaftop,nan,PET0726_planttop,nan,PET0726_seed,nan
PET0727,PET0727_flower,PET0727_leafbottom,PET0727_leaftop,nan,PET0727_planttop,PET0727_primarybranch,PET0727_seed,PET0727_leafstrip
PET0728,PET0728_flower,PET0728_leafbottom,PET0728_leaftop,nan,PET0728_planttop,nan,PET0728_seed,PET0728_leafstrip
PET0729,PET0729_flower,PET0729_leafbottom,PET0729_leaftop,nan,PET0729_planttop,PET0729_primarybranch,PET0729_seed,PET0729_leafstrip
PET0730,PET0730_flower,PET0730_leafbottom,PET0730_leaftop,nan,PET0730_planttop,nan,PET0730_seed,PET0730_leafstrip
PET0731,nan,nan,nan,nan,nan,nan,nan,nan
PET0732,nan,nan,nan,nan,nan,nan,nan,nan
PET0733,nan,nan,nan,nan,nan,nan,nan,nan
PET0734,PET0734_flower,PET0734_leafbottom,PET0734_leaftop,nan,PET0734_planttop,nan,PET0734_seed,PET0734_leafstrip
PET0735,nan,nan,nan,nan,nan,nan,nan,nan
PET0736,nan,nan,nan,nan,nan,nan,nan,nan
PET0737,PET0737_flower,PET0737_leafbottom,PET0737_leaftop,nan,PET0737_planttop,PET0737_primarybranch,PET0737_seed,PET0737_leafstrip
PET0738,PET0738_flower,PET0738_leafbottom,PET0738_leaftop,nan,PET0738_planttop,PET0738_primarybranch,PET0738_seed,PET0738_leafstrip
PET0739,PET0739_flower,PET0739_leafbottom,PET0739_leaftop,nan,PET0739_planttop,PET0739_primarybranch,nan,PET0739_leafstrip
PET0740,PET0740_flower,PET0740_leafbottom,PET0740_leaftop,nan,PET0740_planttop,PET0740_primarybranch,nan,PET0740_leafstrip
PET0741,nan,nan,nan,nan,PET0741_planttop,nan,nan,nan
PET0742,PET0742_flower,PET0742_leafbottom,PET0742_leaftop,nan,PET0742_planttop,nan,nan,PET0742_leafstrip
PET0743,nan,nan,nan,nan,nan,nan,nan,nan
PET0744,PET0744_flower,PET0744_leafbottom,PET0744_leaftop,nan,PET0744_planttop,nan,nan,PET0744_leafstrip
PET0745,nan,nan,nan,nan,nan,nan,nan,nan
PET0746,PET0746_flower,PET0746_leafbottom,PET0746_leaftop,nan,PET0746_planttop,PET0746_primarybranch,nan,PET0746_leafstrip
PET0747,PET0747_flower,PET0747_leafbottom,PET0747_leaftop,nan,PET0747_planttop,nan,nan,PET0747_leafstrip
PET0748,PET0748_flower,PET0748_leafbottom,PET0748_leaftop,nan,PET0748_planttop,PET0748_primarybranch,nan,PET0748_leafstrip
PET0749,PET0749_flower,PET0749_leafbottom,PET0749_leaftop,nan,PET0749_planttop,PET0749_primarybranch,PET0749_seed,PET0749_leafstrip
PET0750,PET0750_flower,PET0750_leafbottom,PET0750_leaftop,nan,PET0750_planttop,nan,nan,PET0750_leafstrip
PET0751,PET0751_flower,PET0751_leafbottom,PET0751_leaftop,nan,PET0751_planttop,PET0751_primarybranch,PET0751_seed,PET0751_leafstrip
PET0752,PET0752_flower,PET0752_leafbottom,PET0752_leaftop,nan,PET0752_planttop,PET0752_primarybranch,PET0752_seed,PET0752_leafstrip
PET0753,PET0753_flower,PET0753_leafbottom,PET0753_leaftop,nan,PET0753_planttop,PET0753_primarybranch,PET0753_seed,PET0753_leafstrip
PET0754,PET0754_flower,PET0754_leafbottom,PET0754_leaftop,nan,PET0754_planttop,PET0754_primarybranch,PET0754_seed,PET0754_leafstrip
PET0755,PET0755_flower,PET0755_leafbottom,PET0755_leaftop,nan,PET0755_planttop,nan,PET0755_seed,PET0755_leafstrip
PET0756,PET0756_flower,PET0756_leafbottom,PET0756_leaftop,nan,PET0756_planttop,PET0756_primarybranch,PET0756_seed,PET0756_leafstrip
PET0757,PET0757_flower,PET0757_leafbottom,PET0757_leaftop,nan,PET0757_planttop,PET0757_primarybranch,PET0757_seed,PET0757_leafstrip
PET0758,PET0758_flower,PET0758_leafbottom,PET0758_leaftop,nan,PET0758_planttop,PET0758_primarybranch,nan,PET0758_leafstrip
PET0759,PET0759_flower,PET0759_leafbottom,PET0759_leaftop,nan,PET0759_planttop,PET0759_primarybranch,PET0759_seed,PET0759_leafstrip
PET0760,nan,PET0760_leafbottom,PET0760_leaftop,nan,PET0760_planttop,PET0760_primarybranch,PET0760_seed,PET0760_leafstrip
PET0761,PET0761_flower,PET0761_leafbottom,PET0761_leaftop,nan,PET0761_planttop,PET0761_primarybranch,nan,PET0761_leafstrip
PET0762,nan,PET0762_leafbottom,PET0762_leaftop,nan,PET0762_planttop,PET0762_primarybranch,nan,PET0762_leafstrip
PET0763,PET0763_flower,PET0763_leafbottom,PET0763_leaftop,nan,PET0763_planttop,PET0763_primarybranch,nan,PET0763_leafstrip
PET0764,nan,PET0764_leafbottom,PET0764_leaftop,nan,PET0764_planttop,PET0764_primarybranch,nan,PET0764_leafstrip
PET0765,PET0765_flower,PET0765_leafbottom,PET0765_leaftop,nan,PET0765_planttop,PET0765_primarybranch,PET0765_seed,PET0765_leafstrip
PET0766,PET0766_flower,PET0766_leafbottom,PET0766_leaftop,nan,PET0766_planttop,PET0766_primarybranch,PET0766_seed,PET0766_leafstrip
PET0767,PET0767_flower,PET0767_leafbottom,PET0767_leaftop,nan,PET0767_planttop,PET0767_primarybranch,nan,PET0767_leafstrip
PET0768,nan,nan,nan,nan,nan,nan,nan,nan
PET0769,PET0769_flower,PET0769_leafbottom,PET0769_leaftop,nan,PET0769_planttop,PET0769_primarybranch,PET0769_seed,PET0769_leafstrip
PET0770,PET0770_flower,PET0770_leafbottom,PET0770_leaftop,nan,PET0770_planttop,nan,PET0770_seed,PET0770_leafstrip
PET0771,PET0771_flower,PET0771_leafbottom,PET0771_leaftop,nan,PET0771_planttop,PET0771_primarybranch,nan,PET0771_leafstrip
PET0772,PET0772_flower,PET0772_leafbottom,PET0772_leaftop,nan,PET0772_planttop,nan,nan,PET0772_leafstrip
PET0773,PET0773_flower,nan,nan,nan,PET0773_planttop,PET0773_primarybranch,nan,PET0773_leafstrip
PET0774,PET0774_flower,PET0774_leafbottom,PET0774_leaftop,nan,PET0774_planttop,nan,nan,PET0774_leafstrip
PET0775,PET0775_flower,PET0775_leafbottom,PET0775_leaftop,nan,PET0775_planttop,PET0775_primarybranch,PET0775_seed,PET0775_leafstrip
PET0776,PET0776_flower,PET0776_leafbottom,PET0776_leaftop,nan,PET0776_planttop,nan,PET0776_seed,PET0776_leafstrip
PET0777,PET0777_flower,PET0777_leafbottom,PET0777_leaftop,nan,PET0777_planttop,nan,nan,PET0777_leafstrip
PET0778,PET0778_flower,PET0778_leafbottom,PET0778_leaftop,nan,PET0778_planttop,PET0778_primarybranch,PET0778_seed,PET0778_leafstrip
