Plant ID;Genotype ID;TLN;LIR;Days to budding;DTF ;Stem diameter at flowering;Plant height at flowering;Internode length;Stem diameter final before 1st node;Stem diameter final after 5th node;Distance of first branching from ground;Primary branches;SLA;Leaf total N;Leaf total C;Leaf C N ratio;Disk diameter;Ligule length;Ligule width;Flower head diameter;Ligule LW ratio;Flower FHDD ratio;Ligules number;Stem colour;Petiole main veins colour;Darker axillae;Leaf perimeter;Leaf area;Leaf width mid-height;Leaf maximum width;Leaf height mid-width;Leaf maximum height;Leaf curved height;Leaf curvedHeight maxWidth;Trichomes length;Trichomes density leaf edge flat area;Trichomes density leaf edge secondary veins;Trichomes density leaf center flat area;Trichomes density leaf center secondary veins;Trichomes density edge average;Trichomes density center average;Trichomes density nonvein average;Trichomes density vein average;Leaf shape index external I;Leaf shape index external II;Leaf curved shape index;Leaf ellipsoid;Leaf circular;Leaf rectangular;Leaf obovoid;Leaf width widest pos;Leaf eccentricity;Leaf proximal eccentricity;Leaf distal eccentricity;Leaf shape index internal;Leaf eccentricity area index;Total RGB;RGB proportion green;RGB proportion red;RGB proportion blue;Phyllaries diameter;Phyllaries length;Phyllaries width;Phyllaries LW ratio;Flowerhead to phyllaries diameter ratio;Disk to phyllaries diameter ratio;Seed perimeter;Seed area;Seed width mid height;Seed maximum width;Seed height mid width;Seed maximum height;Seed curved height;Seed HW ratio;Seed shape index external I;Seed shape index external II;Seed curved shape index;Seed ellipsoid;Seed circular;Seed rectangular;Seed ovoid;Seed width widest pos;Seed eccentricity;Seed proximal eccentricity;Seed distal eccentricity;Seed shape index internal;Seed eccentricity area index
ANN0821;ANN0821;19;0,678571429;28;55;38,5;156,9;8,257894737;55;39;16;18;20,50272121;5,694;43,374;7,617761283;4,541023981;4,217446199;1,982604065;12,72005135;2,137882716;2,813272607;22,33333333;0;1;0;744,2606;16664,6118;96,012;133,604;169,672;217,678;242,4789;1,814907488;2,798179592;56;46;62;81;51;71,5;59;63,5;1,6293;1,7672;2,1198;0,1207;0,1996;0,3514;0,5483;0,7295;0,6192;0,9122;0,8689;1,6358;0,4779;152,784;0,480096083;0,309593937;0,21030998;7,772476941;2,684819225;0,991777857;2,715095209;1,635157603;0,583337351;14,0902375;11,5309875;2,9157125;3,0083125;5,0416125;5,087925;5,216225;1,733937216;1,69125;1,7295;1,7305125;0,0488875;0,1677125;0,4523125;0,2223875;0,421525;0,7487125;0,8757875;0,84495;1,64065;0,39785
ANN0822;ANN0822;17;0,772727273;22;49;32,8;162,4;9,552941176;47;38;16;16;19,70325494;5,735;42,948;7,48882218;NA;NA;NA;NA;NA;NA;24;1;3;0;606,5908;14468,1001;106,426;133,35;170,688;179,324;211,2389;1,584093738;3,983265306;65;63;57;104;64;80,5;61;83,5;1,3448;1,6038;1,8286;0,0977;0,1342;0,3319;0,4349;0,6983;0,7603;0,9404;0,8773;1,4889;0,3242;182,366;0,459054868;0,310496474;0,230448658;NA;NA;NA;NA;NA;NA;14,3749625;10,9724875;2,6048125;2,75565;5,3062375;5,326075;5,4811625;1,989063379;1,93445;2,0392375;2,06345;0,0607875;0,2129;0,4576;0,296925;0,35485;0,7455;0,8784875;0,834975;1,9015;0,40825
ANN0823;ANN0823;25;0,892857143;28;61;53,4;231,9;9,276;70;48;6,5;NA;22,16347619;5,619;43,35;7,715317824;4,590344157;5,276384879;2,163033452;14,75517293;2,462032394;3,224113918;23,66666667;0;1;0;511,9547;11123,8487;83,566;106,426;145,034;161,798;171,3896;1,61041099;4,11355102;109;69;118;47;89;82,5;113,5;58;1,5203;1,7356;1,8474;0,1022;0,1745;0,3756;0,535;0,752;0,717;0,8588;0,9084;1,7405;0,4558;177,688;0,494102022;0,323302643;0,182595336;9,356259708;3,510806324;1,227314853;2,852340005;1,578518288;0,492521808;15,7478125;14,0968;3,18295;3,3377125;5,5866625;5,6369375;5,8091625;1,740462218;1,689775;1,755275;1,8251375;0,05445;0,175075;0,4517;0,253775;0,377225;0,75535;0,8824875;0,8477125;1,684275;0,401575
ANN0824;ANN0824;21;0,75;28;57;57,2;210,5;10,02380952;58;35;6;19;19,28932615;5,642;43,555;7,72052036;4,302184885;4,857078879;2,050787451;13,68683704;2,380657052;3,190874371;21,66666667;1;4;0;544,811;11822,428;81,534;115,824;155,194;171,45;180,5665;1,558973097;3,010555102;68;36;109;73;52;91;88,5;54,5;1,4803;1,9034;2,1062;0,1268;0,1852;0,337;0,5695;0,7763;0,724;0,8889;0,8889;1,9063;0,4646;179,49;0,447144688;0,31208981;0,240765502;7,330978577;2,931551504;1,221700531;2,404507034;1,880040881;0,588343448;14,1141125;10,9562;2,596875;2,717275;5,2467;5,2956375;5,4201;1,994682172;1,953075;2,0244125;2,056875;0,0595875;0,214775;0,4631375;0,2725;0,3674375;0,7635125;0,881325;0,8594875;1,939125;0,3948375
ANN0825;ANN0825;27;0,692307692;39;66;40,9;211,4;7,82962963;47;38;6;26;27,08406987;3,284;42,965;13,08169824;5,231535985;5,483199357;1,79235108;16,06759444;3,074432378;3,095186573;28,4;0;0;0;781,9496;19614,2834;129,286;156,972;183,388;201,93;228,129;1,453310144;3,187567347;33;18;26;32;25,5;29;29,5;25;1,2864;1,4185;1,5055;0,1172;0,1348;0,378;0,3527;0,6302;0,5013;0,697;0,8944;0,8884;0,5394;171,117;0,500832764;0,325671909;0,173495328;8,74897766;3,25327257;1,089836741;3,041866325;1,836653696;0,597448272;12,601375;9,6086625;2,7013875;2,8019375;4,5482;4,581275;4,7209125;1,684874306;1,6395;1,68655;1,733325;0,0501375;0,1605;0,4579625;0,230675;0,3844375;0,7621875;0,882325;0,8557375;1,6221875;0,3875625
ANN0826;ANN0826;21;0,65625;32;53;24,4;163;7,761904762;43;39;7;18;17,22127322;5,657;43,413;7,674482077;3,986173499;5,214541733;1,754176615;13,98849307;2,974714448;3,513276025;20,66666667;1;1;0;536,1794;10866,6234;81,788;110,236;154,686;156,972;177,9715;1,614458979;2,931795918;39;23;36;21;31;28,5;37,5;22;1,424;1,8913;2,0548;0,1178;0,1764;0,3702;0,5817;0,7718;0,7877;0,9101;0,895;1,8984;0,4199;180,869;0,472231283;0,316908923;0,210859794;7,310126759;2,814481918;1,082027028;2,605801179;1,916461665;0,545399079;14,506;11,83935;2,786075;2,913075;5,2916375;5,378975;5,4655875;1,876226153;1,849825;1,9042375;1,944175;0,059225;0,1988625;0,461575;0,2865875;0,3503;0,76055;0,87425;0,8719125;1,8286875;0,39335
ANN0827;ANN0827;19;0,791666667;24;49;34,4;153;8,052631579;50;39;11,5;18;20,95028334;5,722;44,134;7,712924818;3,891919353;3,67464695;1,752183284;11,06490045;2,107588892;2,860992446;20,66666667;0;3;0;434,2756;9079,8528;81,28;98,552;132,334;149,098;156,1402;1,584343291;3,191020408;73;47;162;80;60;121;117,5;63,5;1,5129;1,6281;1,7608;0,0955;0,1594;0,3663;0,4504;0,6831;0,7099;0,8795;0,8908;1,625;0,4057;163,303;0,474896358;0,314458399;0,210645242;7,520191745;3,12408039;1,008312813;3,096039819;1,474016564;0,51855164;13,6338;10,7354375;2,7939875;2,9434875;4,812775;4,8484875;4,9933625;1,696410296;1,64715;1,7226125;1,7428375;0,05315;0,1628375;0,4743125;0,2782;0,348225;0,76025;0,8775625;0,8580875;1,6570875;0,402225
ANN0828;ANN0828;25;0,714285714;35;64;40,3;251,8;10,072;49;43;8,5;25;25,32835808;5,153;42,501;8,248139159;4,900697602;4,340094999;1,062236055;12,737523;4,144038091;2,600743592;29;2;2;1;538,3047;11635,8477;84,836;106,172;156,972;169,418;185,5668;1,747794145;3,089485714;49;52;56;43;50,5;49,5;52,5;47,5;1,5957;1,8503;2,1487;0,1017;0,1878;0,3957;0,5421;0,7721;0,7417;0,8667;0,8885;1,8571;0,4278;179,686;0,460770455;0,30625647;0,232973075;9,847452692;3,873302621;1,41077682;2,80457151;1,293279321;0,497583808;14,63775;12,49335;2,9792;3,092975;5,20835;5,25595;5,3585875;1,732502688;1,7046625;1,752475;1,7670125;0,054725;0,1709875;0,4791375;0,272175;0,3708125;0,771575;0,8817625;0,869925;1,7037875;0,393625
ANN0829;ANN0829;22;0,785714286;28;54;48;224,8;10,21818182;54;51;3;21;13,97104834;4,263;43,624;10,23253955;4,237845315;4,415557752;1,886398498;12,5390709;2,362981902;2,968562365;20,33333333;2;4;0;556,4669;11299,7839;101,092;117,094;131,064;150,114;183,0645;1,563397783;2,420938776;60;41;68;82;50,5;75;64;61,5;1,282;1,2965;1,7668;0,0948;0,1292;0,3887;0,3295;0,6365;0,6881;0,9042;0,8694;1,2229;0,3956;149,304;0,472097198;0,309295129;0,218607673;7,055273704;2,42485781;1,082713342;2,244766523;1,785570507;0,60199146;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ANN0830;ANN0830;21;0,75;28;NA;NA;NA;NA;61;47;11,5;14;16,20314966;3,979;42,303;10,63231879;NA;NA;NA;NA;NA;NA;NA;2;3;0;575,8157;14464,5517;92,202;128,778;175,26;186,69;205,767;1,597842799;3,220897959;45;34;60;55;39,5;57,5;52,5;44,5;1,4497;1,9008;2,0561;0,1254;0,1775;0,3556;0,5818;0,7456;0,752;0,8832;0,8889;1,9167;0,4431;173,52;0,455059935;0,323922314;0,22101775;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ANN0831;ANN0831-;12;1;12;43;14;51,6;4,3;23;17;6,5;12;26,45432583;6,848;41,045;5,993811856;2,709588753;5,026499585;1,387903505;12,52589474;3,637555095;4,623645463;15,25;1;3;0;253,49;2468,1886;37,592;41,148;94,234;102,87;105,7746;2,570589093;2,470236735;35;25;34;12;30;23;34,5;18,5;2,5;2,5068;2,8717;0,0647;0,2769;0,3233;0,1646;0,5901;0,7327;0,9279;0,8997;2,5085;0,2829;201,1;0,467787171;0,320616609;0,211596221;5,53358109;2,278312767;0,815000443;2,818726356;2,273243383;0,4914726;11,0554125;6,2766;1,8706125;1,964525;4,2518625;4,316675;4,4532;2,266807498;2,202275;2,2788125;2,338625;0,0608625;0,2441125;0,445275;0,2327875;0,394725;0,715775;0,842175;0,8425875;2,024075;0,4120375
ANN0832;ANN0832;13;1;13;37;13,2;48,2;3,707692308;20;11;18;9;21,75917321;6,211;40,547;6,527884542;3,037991182;4,488402954;1,647115533;11,81970165;2,730401219;3,909812749;15,66666667;1;3;0;238,2711;2437,0274;39,116;43,434;81,788;94,996;97,2803;2,239726942;2,664783673;54;57;53;52;55,5;52,5;53,5;54,5;2,1871;2,0909;2,4869;0,0811;0,2496;0,2793;0,2112;0,6263;0,5791;0,7633;0,9391;1,7143;0,4341;203,555;0,475434158;0,333457788;0,191108054;5,657034672;2,277073077;0,984019774;2,341513142;2,085591087;0,534654913;11,7017125;7,7491375;2,3084875;2,382575;4,34975;4,4013625;4,5338625;1,902925406;1,851225;1,8862125;1,95905;0,0528375;0,1946;0,438825;0,2155625;0,393675;0,751675;0,85645;0,8716375;1,7856875;0,3802125
ANN0833;ANN0833;13;0,684210526;19;40;19,3;87,8;6,753846154;31;19;6;NA;24,02370981;6,955;42,359;6,09020951;3,535714169;5,280220064;1,906331218;13,2647906;2,779042119;3,776709361;19;1;0;1;295,0034;3601,1541;43,18;56,642;90,932;101,6;108,5196;1,915885738;3,122081633;43;47;36;30;45;33;39,5;38,5;1,7937;2,1059;2,4136;0,1013;0,2256;0,3673;0,4889;0,78;0,7168;0,9051;0,9196;2,1029;0,4527;195,098;0,464330747;0,31776338;0,217905873;6,695544418;2,79366603;0,990591186;2,824044627;1,981964586;0,528396412;12,0814;8,4073;2,419625;2,53205;4,4344375;4,4714625;4,6213125;1,825126873;1,7756375;1,8430375;1,9254875;0,056775;0,182875;0,4551375;0,2736625;0,3648625;0,7687375;0,8746;0,8703875;1,7902125;0,3849125
ANN0834;ANN0834;9;0,9;10;30;10,2;58,8;6,533333333;21;16;7;11;NA;6,152;40,003;6,502014596;2,674164003;4,441767053;1,617818384;11,36909869;2,750212595;4,264058484;18,33333333;0;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5,003778465;2,497657043;1,101958654;2,272620399;2,435060593;0,586428569;11,80315;8,4327875;2,592925;2,665675;4,1592375;4,1870375;4,341075;1,628508727;1,579275;1,6142875;1,653975;0,04495;0,1432125;0,473675;0,2322375;0,3903625;0,757125;0,8805875;0,8507375;1,5383375;0,3948125
ANN0835;ANN0835;14;0,777777778;18;40;21,8;69,6;4,971428571;35;26;8,5;12;25,90891578;6,542;42,317;6,468967362;3,940042023;4,152074983;1,278722522;12,04329735;3,252916316;3,089115695;20,33333333;1;3;0;360,0261;4614,3779;43,434;51,308;108,712;144,78;151,5859;2,954430108;4,183836735;134;67;95;80;100,5;87,5;114,5;73,5;2,8218;2,5029;3,5311;0,1027;0,3327;0,349;0,3726;0,6684;0,6011;0,8769;0,8883;2,5147;0,4892;198,6;0,463021148;0,315493454;0,221485398;7,815876975;3,337249936;1,054007176;3,173514895;1,54577869;0,504319961;12,567775;8,6731375;2,20795;2,34025;4,9596;5,00725;5,124425;2,189691272;2,1407125;2,247125;2,319425;0,0657375;0,2371125;0,451675;0,2424875;0,351525;0,773775;0,8834375;0,873475;2,1889;0,3810875
ANN0836;ANN0836;10;0,909090909;11;31;11,8;48,3;4,83;37;28;2,5;11;22,95726653;7,025;39,974;5,690381192;3,068537412;4,580036522;1,939501204;11,90880321;2,386234915;3,898464015;16;2;4;0;279,1651;3436,7028;39,116;45,974;109,474;117,856;115,6335;2,51519337;2,131469388;65;35;117;26;50;71,5;91;30,5;2,5635;2,7987;2,8735;0,0825;0,2949;0,3422;0,2954;0,6767;0,743;0,9053;0,8798;2,8197;0,3812;191,539;0,465158532;0,313789881;0,221051587;5,404691724;2,194530567;0,896999727;2,461844771;2,213690098;0,567808258;13,0442375;8,9331625;2,29395;2,4712;4,9027375;4,938475;5,0915875;2,060370468;1,9996875;2,1385875;2,182425;0,065325;0,2257;0,434925;0,2921875;0,3390375;0,7536875;0,8560875;0,8675375;2,0265;0,401175
ANN0837;ANN0837;11;1,375;8;30;14,4;57,6;5,236363636;34;27;8;NA;51,68938966;6,642;39,749;5,984454622;3,223914838;6,077587386;1,986578819;14,81459683;3,07004034;4,608387568;19,75;0;3;0;306,7235;3700,9603;36,576;46,228;126,238;127;130,2906;2,818434715;3,546367347;38;30;44;20;34;32;41;25;2,7473;3,4514;3,2493;0,0931;0,3255;0,3463;0,3835;0,7087;0,7535;0,9082;0,8337;3,1864;0,3925;206,008;0,466413926;0,326186362;0,207399713;6,402194538;2,29763793;1,078468461;2,141268066;2,316665703;0,503625811;11,6793625;7,7359875;2,2992375;2,4262375;4,2479;4,2822875;4,4562;1,836670977;1,7723;1,853225;1,9173375;0,056525;0,185025;0,4559875;0,2817875;0,3611375;0,7445125;0,8778875;0,8381875;1,75015;0,4120625
ANN0838;ANN0838;10;1;10;30;12,1;51,5;5,15;41;23;9;10;34,97986596;7,131;38,689;5,425828866;2,839840588;5,862641502;2,025834495;13,66808364;2,918271502;4,812104532;15;0;3;0;305,6247;3627,4121;39,37;43,18;123,698;129,032;129,5626;3,00052339;2,969902041;37;19;80;31;28;55,5;58,5;25;2,9882;3,1419;3,4465;0,0658;0,3232;0,3677;0,2405;0,6949;0,7653;0,892;0,8838;3,1803;0,3388;218,653;0,479279955;0,332906477;0,187813568;6,428916685;2,543841302;0,922410288;2,764381227;2,131013105;0,442184316;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ANN0839;ANN0839;10;1,25;8;34;15,5;65;6,5;39;22;6,5;8;19,68878221;1,857;38,388;20,6731284;3,38045345;6,523984484;2,145711467;15,56798951;3,014867428;4,705710992;18,57142857;0;3;0;317,1437;3453,4124;41,402;52,578;93,726;111,252;117,044;2,226102172;2,689469388;57,5;19,5;63,5;30,5;38,5;47;60,5;25;2,1159;2,2638;2,5695;0,1099;0,2892;0,3946;0,2228;0,6438;0,6728;0,9187;0,8673;2,2969;0,4478;190,411;0,464794576;0,326288922;0,208916502;8,813062888;3,781339609;1,024071695;3,777489757;1,819352867;0,411772887;12,8950625;9,4258;2,53605;2,624675;4,5918625;4,673875;4,8208875;1,836755979;1,782275;1,81215;1,8958625;0,0532;0,1877;0,4842375;0,256025;0,3778;0,76415;0,873425;0,8758125;1,760325;0,3978875
ANN0840;ANN0840;12;1,090909091;11;36;23,7;77,3;6,441666667;35;21;8,5;10;23,85308141;6,785;40,663;5,992873726;3,971624092;5,261030628;2,078555306;13,90098531;2,578534181;3,505554482;20,5;0;3;NA;369,9744;4658,5068;40,894;54,102;134,366;143,002;143,7411;2,656853721;3,248669388;49;42;79;64;45,5;71,5;64;53;2,6432;3,2857;3,4716;0,0977;0,3243;0,3305;0,4192;0,7177;0,6157;0,9326;0,7441;2,2763;0,428;178,116;0,452603921;0,313380044;0,234016034;8,091017167;3,340508165;1,143662106;2,936553986;1,717416376;0,490717888;13,0328;9,4674;2,5585375;2,6736125;4,6235875;4,66725;4,7856875;1,789970499;1,746775;1,808475;1,8697;0,05435;0,1777375;0,475025;0,279625;0,3554;0,687725;0,8716375;0,7705625;1,5595375;0,4534
ANN0841;ANN0841;20;0,833333333;24;50;32,3;140,8;7,04;45;40;6;19;21,12823103;6,161;43,121;6,998826283;4,50305867;6,44356456;2,180894805;17,20184726;2,960153762;3,821885523;20,66666667;2;2;0;621,6521;14367,1971;124,968;140,716;133,858;156,464;177,0192;1,257989141;3,379346939;47;16;31;47;31,5;39;39;31,5;1,1119;1,0711;1,3766;0,1038;0,1126;0,3979;0,3128;0,602;0,5886;0,7653;0,8744;0,866;0,4663;174,961;0,464080567;0,313658472;0,222260961;7,855572213;2,585932634;1,05348668;2,464691643;2,187481298;0,572504371;14,215375;11,085925;2,59425;2,6948;5,303575;5,349875;5,46675;2,028629212;2,007525;2,069075;2,1194375;0,058875;0,2166625;0,4873375;0,2474875;0,371075;0,754575;0,8752875;0,8542;1,9490375;0,4055875
ANN0842;ANN0842;21;0,677419355;31;51;34,4;141,9;6,757142857;55;39;0;21;23,18884881;6,615;43,266;6,540537228;5,29609968;5,379743732;2,562461103;15,51351743;2,116117935;2,929479624;19,66666667;0;1;0;561,0837;12361,9753;98,806;113,538;158,496;171,958;185,5734;1,634460709;3,286285714;37;48;38;39;42,5;38,5;37,5;43,5;1,5145;1,6041;1,6715;0,1029;0,162;0,3763;0,4246;0,6544;0,7367;0,8893;0,8893;1,6065;0,3672;181,969;0,481768873;0,323082503;0,195148624;9,996696118;4,08446957;1,568473345;2,613938466;1,554295545;0,531086019;12,9662375;10,2755;2,7847375;2,9263;4,51115;4,5654;4,7255125;1,614842121;1,5681625;1,6313375;1,6977;0,0559625;0,1481375;0,4866625;0,308;0,3384125;0,7772;0,8898875;0,8713375;1,59965;0,3970875
ANN0843;ANN0843;22;0,814814815;27;53;32,3;131,8;5,990909091;52;43;8;19;26,03558472;6,345;42,931;6,766674084;3,777203214;5,695637694;1,908683668;14,72073484;3,024075284;3,900916565;22,33333333;0;0;0;420,1717;7805,4683;72,136;87,63;125,73;135,636;147,0977;1,678622618;2,912179592;96;25;76;55;60,5;65,5;86;40;1,5478;1,743;1,3531;0,0922;0,1666;0,4055;0,4679;0,7097;0,7392;0,8756;0,8756;1,7434;0,422;169,706;0,472970903;0,319806017;0,20722308;6,850751457;2,339879293;1,171205946;2,002602718;2,163810746;0,564411725;12,3643875;8,66175;2,3944875;2,49105;4,529675;4,5455625;4,687125;1,881586078;1,8295625;1,8983;1,91655;0,054075;0,1890875;0,4871125;0,2746625;0,3658;0,7584125;0,88205;0,8499875;1,8074875;0,404175
ANN0844;ANN0844;22;0,785714286;28;53;30,3;140,9;6,404545455;62;37;6;20;29,16822423;6,465;42,07;6,507481147;3,870021444;5,051176466;1,575823003;13,56627201;3,218159026;3,512353911;20;0;0;0;454,2488;9365,9168;85,598;97,282;135,382;153,67;158,5237;1,629527559;3,144514286;92;22;58;44;57;51;75;33;1,5796;1,5816;1,8302;0,0623;0,1403;0,3605;0,1929;0,6159;0,6424;0,7886;0,8527;1,4161;0,4248;165,486;0,494011578;0,321441089;0,184547333;6,849785848;2,926282895;1,202631731;2,436112636;1,992555054;0,57012627;13,3067875;9,6824625;2,4738625;2,607475;4,81675;4,8617125;4,97475;1,907880229;1,86805;1,9512125;1,995925;0,0564375;0,198775;0,4853875;0,2697875;0,35485;0,7297125;0,8688375;0,83045;1,770975;0,42535
ANN0845;ANN0845;18;0,818181818;22;46;28,1;135,5;7,527777778;37;31;2,5;16;21,70596614;6,246;43,686;6,993939897;3,882236732;5,417406425;2,107513024;14,43211769;2,570593054;3,731375368;17,33333333;1;3;1;474,6242;9678,6903;77,978;95,25;153,924;158,242;169,2535;1,776939633;2,884383673;76;51;116;74;63,5;95;96;62,5;1,6613;1,9739;2,0054;0,0902;0,1899;0,3879;0,4645;0,7105;0,7588;0,8922;0,8629;1,9032;0,3872;182,559;0,470488993;0,314670874;0,214840134;7,487229072;2,782264601;1,004491417;2,773979163;1,92757661;0,518537806;13,9901;10,862075;2,5902625;2,7291875;5,1620125;5,2189125;5,3111875;1,946069114;1,918925;1,999725;2,0331625;0,0626;0,2115875;0,4670625;0,300325;0,3546125;0,747625;0,883675;0,8393375;1,8919125;0,4180375
ANN0846;ANN0846;18;0,818181818;22;46;31,4;122,4;6,8;55;37;6;17;22,36823529;6,398;42,854;6,698009062;4,119082464;5,421280132;1,714991278;14,3766437;3,170619938;3,487545044;21;0;1;0;539,2952;10913,462;97,282;104,902;158,242;158,75;183,4569;1,748840823;2,023297959;93;80;84;90;86,5;87;88,5;85;1,5133;1,6266;1,8638;0,0909;0,1595;0,4114;0,3984;0,6176;0,7949;0,8889;0,8857;1,6316;0,2999;181,638;0,465122937;0,316095751;0,218781312;8,562018242;3,410427755;1,286308378;2,657328334;1,684221422;0,481935288;13,223725;10,5764125;2,7966375;2,9514375;4,5786125;4,6275625;4,8091625;1,629430574;1,5687875;1,637625;1,6807875;0,0565125;0,1533;0,4956375;0,3347375;0,3364375;0,776025;0,8910375;0,8694125;1,62175;0,411475
ANN0847;ANN0847;18;0,818181818;22;47;34,3;110,4;6,133333333;49;37;2,5;20;23,94406387;6,647;41,199;6,198388494;3,512303884;4,546926788;1,869013027;12,04110263;2,436401582;3,455307339;25;1;3;1;357,2788;5997,988;68,834;78,74;114,3;121,158;133,5384;1,695941072;3,526946939;42;28;25;7;35;16;33,5;17,5;1,5387;1,6605;1,8464;0,0792;0,1554;0,3512;0,3709;0,7107;0,7563;0,8654;0,8933;1,6667;0,3431;183,98;0,455848462;0,30946842;0,234683118;6,422833679;2,455394853;0,979698738;2,545066905;1,874743659;0,54666844;13,317075;10,63475;2,7556125;2,870725;4,6884125;4,7651625;4,874375;1,697959575;1,6603;1,7028125;1,708125;0,0556375;0,164775;0,4978875;0,2986875;0,351475;0,763825;0,8878875;0,862325;1,6574375;0,411575
ANN0848;ANN0848;22;0,916666667;24;53;39,5;157,7;7,168181818;45;36;5,5;21;21,77777252;5,464;44,393;8,125305021;4,546557957;3,861378246;1,523847633;11,80363162;2,5537836;2,595694089;22;1;4;1;487,6324;9793,4643;78,74;94,996;153,416;157,48;176,6627;1,859685671;3,075281633;39;30;64;27;34,5;45,5;51,5;28,5;1,6578;1,9484;2,1401;0,0977;0,1921;0,4097;0,4747;0,7452;0,7787;0,8877;0,8893;1,9435;0,3815;166,762;0,488576534;0,31746441;0,193959055;7,408520237;2,274417875;0,945558979;2,415195085;1,600084513;0,615972102;11,5470375;7,5017125;2,218525;2,377275;4,1936375;4,2386125;4,38895;1,846210472;1,7895;1,9020625;1,9613625;0,0616875;0,193725;0,456875;0,2956625;0,3361875;0,775025;0,8819625;0,8759625;1,8706875;0,3972875
ANN0849;ANN0849;19;0,904761905;21;44;29,8;119,1;6,268421053;51;43;7,5;17;17,51095991;6,226;44,161;7,093203755;3,681816702;4,779603868;1,769808461;12,88492711;2,714545419;3,514925476;20,66666667;0;1;0;546,7471;11662,2993;103,124;115,316;129,286;150,876;185,4205;1,607933851;2,749861224;66;31;62;41;48,5;51,5;64;36;1,3084;1,2537;1,756;0,0902;0,1203;0,4066;0,3256;0,6229;0,6847;0,8923;0,8845;1,2531;0,4285;178,372;0,448618617;0,309936537;0,241444846;6,196830674;2,176201148;0,898756951;2,428011191;2,083330395;0,594563464;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ANN0850;ANN0850;17;0,772727273;22;47;34,6;111,1;6,535294118;66;46;5,5;14;22,06122071;6,592;44,103;6,690591598;4,21931236;5,116765111;1,93233358;14,38745986;2,667282965;3,415249195;21;1;3;0;555,243;11994,6857;87,122;119,126;151,384;168,91;194,1306;1,629624095;4,21077551;78;77;73;55;77,5;64;75,5;66;1,4179;1,7376;1,6854;0,1259;0,175;0,34;0,5761;0,7639;0,7169;0,9243;0,8964;1,75;0,4531;177,463;0,458574463;0,3121214;0,229304137;7,768157829;3,332472352;1,182353354;2,817933688;1,852207351;0,542713979;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ANN0851;ANN0851;25;0,78125;32;56;30,3;194,9;7,796;51;36;6;22;19,2083304;5,667;42,185;7,443982118;4,881659596;6,372426963;1,887409464;17,40567371;3,382229564;3,568901402;24,66666667;2;1;1;514,8601;7860,0488;66,294;96,012;129,032;144,272;168,2488;1,75237262;3,755020408;121;57;140;162;89;151;130,5;109,5;1,5026;1,9464;1,6277;0,1268;0,199;0,3192;0,525;0,7276;0,7055;0,8658;0,8602;1,7241;0,4018;166,108;0,469778698;0,315433333;0,214787969;8,538259255;3,333064023;1,091616859;3,069930318;2,040455679;0,57198201;12,488225;8,904875;2,424925;2,5744;4,677825;4,7162;4,84805;1,883176663;1,83315;1,9306;1,9723375;0,06315;0,1986;0,4398125;0,303475;0,3526;0,776475;0,8892;0,8671375;1,908225;0,3817875
ANN0852;ANN0852;24;0,75;32;58;37,7;191,3;7,970833333;57;42;9;22;17,00664535;5,717;43,209;7,557726062;3,616657489;6,934962475;1,8802327;16,16927593;3,687296854;4,473404673;16;2;3;0;625,8868;12525,3943;80,772;113,284;176,53;189,992;198,0036;1,747851418;3,321722449;90;37;62;60;63,5;61;76;48,5;1,6771;2,1855;2,4569;0,1123;0,2154;0,3441;0,41;0,7353;0,7416;0,8683;0,8994;2,1811;0,4307;176,913;0,444806204;0,309638071;0,245555725;7,254623365;2,753754826;1,210640728;2,269205402;2,229647674;0,498458362;12,9838;9,777375;2,626;2,6961;4,8114375;4,87625;5,0197875;1,861869923;1,8089875;1,8335875;1,885275;0,0478;0,1838375;0,453375;0,2011625;0,4101;0,767675;0,88755;0,8631625;1,7905;0,3730125
